Coderange,level1_desc,level2_desc,level3_desc,URL
W17,External causes of morbidity,"Slipping, tripping, stumbling and falls",Other fall from one level to another,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W00-W19/W17-
W18,External causes of morbidity,"Slipping, tripping, stumbling and falls","Other slipping, tripping and stumbling and falls",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W00-W19/W18-
W19,External causes of morbidity,"Slipping, tripping, stumbling and falls",Unspecified fall,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W00-W19/W19-
W20,External causes of morbidity,Exposure to inanimate mechanical forces,"Struck by thrown, projected or falling object",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W20-W49/W20-
W21,External causes of morbidity,Exposure to inanimate mechanical forces,Striking against or struck by sports equipment,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W20-W49/W21-
W22,External causes of morbidity,Exposure to inanimate mechanical forces,Striking against or struck by other objects,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W20-W49/W22-
W23,External causes of morbidity,Exposure to inanimate mechanical forces,"Caught, crushed, jammed or pinched in or between objects",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W20-W49/W23-
W24,External causes of morbidity,Exposure to inanimate mechanical forces,"Contact with lifting and transmission devices, not elsewhere classified",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W20-W49/W24-
W25,External causes of morbidity,Exposure to inanimate mechanical forces,Contact with sharp glass,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W20-W49/W25-
W26,External causes of morbidity,Exposure to inanimate mechanical forces,Contact with other sharp objects,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W20-W49/W26-
W27,External causes of morbidity,Exposure to inanimate mechanical forces,Contact with nonpowered hand tool,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W20-W49/W27-
W28,External causes of morbidity,Exposure to inanimate mechanical forces,Contact with powered lawn mower,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W20-W49/W28-
W29,External causes of morbidity,Exposure to inanimate mechanical forces,Contact with other powered hand tools and household machinery,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W20-W49/W29-
W30,External causes of morbidity,Exposure to inanimate mechanical forces,Contact with agricultural machinery,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W20-W49/W30-
W31,External causes of morbidity,Exposure to inanimate mechanical forces,Contact with other and unspecified machinery,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W20-W49/W31-
W32,External causes of morbidity,Exposure to inanimate mechanical forces,Accidental handgun discharge and malfunction,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W20-W49/W32-
W33,External causes of morbidity,Exposure to inanimate mechanical forces,"Accidental rifle, shotgun and larger firearm discharge and malfunction",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W20-W49/W33-
W34,External causes of morbidity,Exposure to inanimate mechanical forces,Accidental discharge and malfunction from other and unspecified firearms and guns,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W20-W49/W34-
W35,External causes of morbidity,Exposure to inanimate mechanical forces,Explosion and rupture of boiler,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W20-W49/W35-
W36,External causes of morbidity,Exposure to inanimate mechanical forces,Explosion and rupture of gas cylinder,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W20-W49/W36-
W37,External causes of morbidity,Exposure to inanimate mechanical forces,"Explosion and rupture of pressurized tire, pipe or hose",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W20-W49/W37-
W38,External causes of morbidity,Exposure to inanimate mechanical forces,Explosion and rupture of other specified pressurized devices,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W20-W49/W38-
W39,External causes of morbidity,Exposure to inanimate mechanical forces,Discharge of firework,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W20-W49/W39-
W40,External causes of morbidity,Exposure to inanimate mechanical forces,Explosion of other materials,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W20-W49/W40-
W42,External causes of morbidity,Exposure to inanimate mechanical forces,Exposure to noise,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W20-W49/W42-
W44,External causes of morbidity,Exposure to inanimate mechanical forces,Foreign body entering into or through a natural orifice,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W20-W49/W44-
W45,External causes of morbidity,Exposure to inanimate mechanical forces,Foreign body or object entering through skin,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W20-W49/W45-
W46,External causes of morbidity,Exposure to inanimate mechanical forces,Contact with hypodermic needle,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W20-W49/W46-
W49,External causes of morbidity,Exposure to inanimate mechanical forces,Exposure to other inanimate mechanical forces,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W20-W49/W49-
W50,External causes of morbidity,Exposure to animate mechanical forces,"Accidental hit, strike, kick, twist, bite or scratch by another person",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W50-W64/W50-
W51,External causes of morbidity,Exposure to animate mechanical forces,Accidental striking against or bumped into by another person,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W50-W64/W51-
W52,External causes of morbidity,Exposure to animate mechanical forces,"Crushed, pushed or stepped on by crowd or human stampede",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W50-W64/W52-
W53,External causes of morbidity,Exposure to animate mechanical forces,Contact with rodent,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W50-W64/W53-
W54,External causes of morbidity,Exposure to animate mechanical forces,Contact with dog,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W50-W64/W54-
W55,External causes of morbidity,Exposure to animate mechanical forces,Contact with other mammals,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W50-W64/W55-
W56,External causes of morbidity,Exposure to animate mechanical forces,Contact with nonvenomous marine animal,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W50-W64/W56-
W57,External causes of morbidity,Exposure to animate mechanical forces,Bitten or stung by nonvenomous insect and other nonvenomous arthropods,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W50-W64/W57-
W58,External causes of morbidity,Exposure to animate mechanical forces,Contact with crocodile or alligator,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W50-W64/W58-
W59,External causes of morbidity,Exposure to animate mechanical forces,Contact with other nonvenomous reptiles,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W50-W64/W59-
W60,External causes of morbidity,Exposure to animate mechanical forces,Contact with nonvenomous plant thorns and spines and sharp leaves,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W50-W64/W60-
W61,External causes of morbidity,Exposure to animate mechanical forces,Contact with birds (domestic) (wild),https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W50-W64/W61-
W62,External causes of morbidity,Exposure to animate mechanical forces,Contact with nonvenomous amphibians,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W50-W64/W62-
W64,External causes of morbidity,Exposure to animate mechanical forces,Exposure to other animate mechanical forces,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W50-W64/W64-
W65,External causes of morbidity,Accidental non-transport drowning and submersion,Accidental drowning and submersion while in bath-tub,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W65-W74/W65-
W67,External causes of morbidity,Accidental non-transport drowning and submersion,Accidental drowning and submersion while in swimming-pool,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W65-W74/W67-
W69,External causes of morbidity,Accidental non-transport drowning and submersion,Accidental drowning and submersion while in natural water,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W65-W74/W69-
W73,External causes of morbidity,Accidental non-transport drowning and submersion,Other specified cause of accidental non-transport drowning and submersion,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W65-W74/W73-
W74,External causes of morbidity,Accidental non-transport drowning and submersion,Unspecified cause of accidental drowning and submersion,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W65-W74/W74-
W85,External causes of morbidity,"Exposure to electric current, radiation and extreme ambient air temperature and pressure",Exposure to electric transmission lines,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W85-W99/W85-
W86,External causes of morbidity,"Exposure to electric current, radiation and extreme ambient air temperature and pressure",Exposure to other specified electric current,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W85-W99/W86-
W88,External causes of morbidity,"Exposure to electric current, radiation and extreme ambient air temperature and pressure",Exposure to ionizing radiation,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W85-W99/W88-
W89,External causes of morbidity,"Exposure to electric current, radiation and extreme ambient air temperature and pressure",Exposure to man-made visible and ultraviolet light,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W85-W99/W89-
W90,External causes of morbidity,"Exposure to electric current, radiation and extreme ambient air temperature and pressure",Exposure to other nonionizing radiation,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W85-W99/W90-
W92,External causes of morbidity,"Exposure to electric current, radiation and extreme ambient air temperature and pressure",Exposure to excessive heat of man-made origin,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W85-W99/W92-
W93,External causes of morbidity,"Exposure to electric current, radiation and extreme ambient air temperature and pressure",Exposure to excessive cold of man-made origin,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W85-W99/W93-
W94,External causes of morbidity,"Exposure to electric current, radiation and extreme ambient air temperature and pressure",Exposure to high and low air pressure and changes in air pressure,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W85-W99/W94-
W99,External causes of morbidity,"Exposure to electric current, radiation and extreme ambient air temperature and pressure",Exposure to other man-made environmental factors,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W85-W99/W99-
X00,External causes of morbidity,"Exposure to smoke, fire and flames",Exposure to uncontrolled fire in building or structure,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X00-X08/X00-
X01,External causes of morbidity,"Exposure to smoke, fire and flames","Exposure to uncontrolled fire, not in building or structure",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X00-X08/X01-
X02,External causes of morbidity,"Exposure to smoke, fire and flames",Exposure to controlled fire in building or structure,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X00-X08/X02-
X03,External causes of morbidity,"Exposure to smoke, fire and flames","Exposure to controlled fire, not in building or structure",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X00-X08/X03-
X04,External causes of morbidity,"Exposure to smoke, fire and flames",Exposure to ignition of highly flammable material,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X00-X08/X04-
X05,External causes of morbidity,"Exposure to smoke, fire and flames",Exposure to ignition or melting of nightwear,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X00-X08/X05-
X06,External causes of morbidity,"Exposure to smoke, fire and flames",Exposure to ignition or melting of other clothing and apparel,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X00-X08/X06-
X08,External causes of morbidity,"Exposure to smoke, fire and flames","Exposure to other specified smoke, fire and flames",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X00-X08/X08-
X10,External causes of morbidity,Contact with heat and hot substances,"Contact with hot drinks, food, fats and cooking oils",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X10-X19/X10-
X11,External causes of morbidity,Contact with heat and hot substances,Contact with hot tap-water,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X10-X19/X11-
X12,External causes of morbidity,Contact with heat and hot substances,Contact with other hot fluids,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X10-X19/X12-
X13,External causes of morbidity,Contact with heat and hot substances,Contact with steam and other hot vapors,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X10-X19/X13-
X14,External causes of morbidity,Contact with heat and hot substances,Contact with hot air and other hot gases,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X10-X19/X14-
X15,External causes of morbidity,Contact with heat and hot substances,Contact with hot household appliances,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X10-X19/X15-
X16,External causes of morbidity,Contact with heat and hot substances,"Contact with hot heating appliances, radiators and pipes",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X10-X19/X16-
X17,External causes of morbidity,Contact with heat and hot substances,"Contact with hot engines, machinery and tools",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X10-X19/X17-
X18,External causes of morbidity,Contact with heat and hot substances,Contact with other hot metals,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X10-X19/X18-
X19,External causes of morbidity,Contact with heat and hot substances,Contact with other heat and hot substances,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X10-X19/X19-
X30,External causes of morbidity,Exposure to forces of nature,Exposure to excessive natural heat,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X30-X39/X30-
X31,External causes of morbidity,Exposure to forces of nature,Exposure to excessive natural cold,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X30-X39/X31-
X32,External causes of morbidity,Exposure to forces of nature,Exposure to sunlight,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X30-X39/X32-
X34,External causes of morbidity,Exposure to forces of nature,Earthquake,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X30-X39/X34-
X35,External causes of morbidity,Exposure to forces of nature,Volcanic eruption,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X30-X39/X35-
X36,External causes of morbidity,Exposure to forces of nature,"Avalanche, landslide and other earth movements",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X30-X39/X36-
X37,External causes of morbidity,Exposure to forces of nature,Cataclysmic storm,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X30-X39/X37-
X38,External causes of morbidity,Exposure to forces of nature,Flood,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X30-X39/X38-
X39,External causes of morbidity,Exposure to forces of nature,Exposure to other forces of nature,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X30-X39/X39-
X50,External causes of morbidity,Overexertion and strenuous or repetitive movements,Overexertion and strenuous or repetitive movements,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X50-X50/X50-
X52,External causes of morbidity,Accidental exposure to other specified factors,Prolonged stay in weightless environment,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X52-X58/X52-
X58,External causes of morbidity,Accidental exposure to other specified factors,Exposure to other specified factors,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X52-X58/X58-
X71,External causes of morbidity,Intentional self-harm,Intentional self-harm by drowning and submersion,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X71-X83/X71-
X72,External causes of morbidity,Intentional self-harm,Intentional self-harm by handgun discharge,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X71-X83/X72-
X73,External causes of morbidity,Intentional self-harm,"Intentional self-harm by rifle, shotgun and larger firearm discharge",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X71-X83/X73-
X74,External causes of morbidity,Intentional self-harm,Intentional self-harm by other and unspecified firearm and gun discharge,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X71-X83/X74-
X75,External causes of morbidity,Intentional self-harm,Intentional self-harm by explosive material,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X71-X83/X75-
X76,External causes of morbidity,Intentional self-harm,"Intentional self-harm by smoke, fire and flames",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X71-X83/X76-
X77,External causes of morbidity,Intentional self-harm,"Intentional self-harm by steam, hot vapors and hot objects",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X71-X83/X77-
X78,External causes of morbidity,Intentional self-harm,Intentional self-harm by sharp object,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X71-X83/X78-
X79,External causes of morbidity,Intentional self-harm,Intentional self-harm by blunt object,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X71-X83/X79-
X80,External causes of morbidity,Intentional self-harm,Intentional self-harm by jumping from a high place,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X71-X83/X80-
X81,External causes of morbidity,Intentional self-harm,Intentional self-harm by jumping or lying in front of moving object,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X71-X83/X81-
X82,External causes of morbidity,Intentional self-harm,Intentional self-harm by crashing of motor vehicle,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X71-X83/X82-
X83,External causes of morbidity,Intentional self-harm,Intentional self-harm by other specified means,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X71-X83/X83-
X92,External causes of morbidity,Assault,Assault by drowning and submersion,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X92-Y09/X92-
X93,External causes of morbidity,Assault,Assault by handgun discharge,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X92-Y09/X93-
X94,External causes of morbidity,Assault,"Assault by rifle, shotgun and larger firearm discharge",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X92-Y09/X94-
X95,External causes of morbidity,Assault,Assault by other and unspecified firearm and gun discharge,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X92-Y09/X95-
X96,External causes of morbidity,Assault,Assault by explosive material,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X92-Y09/X96-
X97,External causes of morbidity,Assault,"Assault by smoke, fire and flames",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X92-Y09/X97-
X98,External causes of morbidity,Assault,"Assault by steam, hot vapors and hot objects",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X92-Y09/X98-
X99,External causes of morbidity,Assault,Assault by sharp object,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X92-Y09/X99-
Y00,External causes of morbidity,Assault,Assault by blunt object,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X92-Y09/Y00-
Y01,External causes of morbidity,Assault,Assault by pushing from high place,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X92-Y09/Y01-
Y02,External causes of morbidity,Assault,Assault by pushing or placing victim in front of moving object,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X92-Y09/Y02-
Y03,External causes of morbidity,Assault,Assault by crashing of motor vehicle,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X92-Y09/Y03-
Y04,External causes of morbidity,Assault,Assault by bodily force,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X92-Y09/Y04-
Y07,External causes of morbidity,Assault,"Perpetrator of assault, maltreatment and neglect",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X92-Y09/Y07-
Y08,External causes of morbidity,Assault,Assault by other specified means,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X92-Y09/Y08-
Y09,External causes of morbidity,Assault,Assault by unspecified means,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X92-Y09/Y09-
Y21,External causes of morbidity,Event of undetermined intent,"Drowning and submersion, undetermined intent",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y21-Y33/Y21-
Y22,External causes of morbidity,Event of undetermined intent,"Handgun discharge, undetermined intent",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y21-Y33/Y22-
Y23,External causes of morbidity,Event of undetermined intent,"Rifle, shotgun and larger firearm discharge, undetermined intent",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y21-Y33/Y23-
Y24,External causes of morbidity,Event of undetermined intent,"Other and unspecified firearm discharge, undetermined intent",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y21-Y33/Y24-
Y25,External causes of morbidity,Event of undetermined intent,"Contact with explosive material, undetermined intent",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y21-Y33/Y25-
Y26,External causes of morbidity,Event of undetermined intent,"Exposure to smoke, fire and flames, undetermined intent",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y21-Y33/Y26-
Y27,External causes of morbidity,Event of undetermined intent,"Contact with steam, hot vapors and hot objects, undetermined intent",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y21-Y33/Y27-
Y28,External causes of morbidity,Event of undetermined intent,"Contact with sharp object, undetermined intent",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y21-Y33/Y28-
Y29,External causes of morbidity,Event of undetermined intent,"Contact with blunt object, undetermined intent",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y21-Y33/Y29-
Y30,External causes of morbidity,Event of undetermined intent,"Falling, jumping or pushed from a high place, undetermined intent",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y21-Y33/Y30-
Y31,External causes of morbidity,Event of undetermined intent,"Falling, lying or running before or into moving object, undetermined intent",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y21-Y33/Y31-
Y32,External causes of morbidity,Event of undetermined intent,"Crashing of motor vehicle, undetermined intent",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y21-Y33/Y32-
Y33,External causes of morbidity,Event of undetermined intent,"Other specified events, undetermined intent",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y21-Y33/Y33-
Y35,External causes of morbidity,"Legal intervention, operations of war, military operations, and terrorism",Legal intervention,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y35-Y38/Y35-
Y36,External causes of morbidity,"Legal intervention, operations of war, military operations, and terrorism",Operations of war,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y35-Y38/Y36-
Y37,External causes of morbidity,"Legal intervention, operations of war, military operations, and terrorism",Military operations,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y35-Y38/Y37-
Y38,External causes of morbidity,"Legal intervention, operations of war, military operations, and terrorism",Terrorism,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y35-Y38/Y38-
Y62,External causes of morbidity,Misadventures to patients during surgical and medical care,Failure of sterile precautions during surgical and medical care,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y62-Y69/Y62-
Y63,External causes of morbidity,Misadventures to patients during surgical and medical care,Failure in dosage during surgical and medical care,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y62-Y69/Y63-
Y64,External causes of morbidity,Misadventures to patients during surgical and medical care,Contaminated medical or biological substances,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y62-Y69/Y64-
Y65,External causes of morbidity,Misadventures to patients during surgical and medical care,Other misadventures during surgical and medical care,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y62-Y69/Y65-
Y66,External causes of morbidity,Misadventures to patients during surgical and medical care,Nonadministration of surgical and medical care,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y62-Y69/Y66-
Y69,External causes of morbidity,Misadventures to patients during surgical and medical care,Unspecified misadventure during surgical and medical care,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y62-Y69/Y69-
Y70,External causes of morbidity,Medical devices associated with adverse incidents in diagnostic and therapeutic use,Anesthesiology devices associated with adverse incidents,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y70-Y82/Y70-
Y71,External causes of morbidity,Medical devices associated with adverse incidents in diagnostic and therapeutic use,Cardiovascular devices associated with adverse incidents,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y70-Y82/Y71-
Y72,External causes of morbidity,Medical devices associated with adverse incidents in diagnostic and therapeutic use,Otorhinolaryngological devices associated with adverse incidents,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y70-Y82/Y72-
Y73,External causes of morbidity,Medical devices associated with adverse incidents in diagnostic and therapeutic use,Gastroenterology and urology devices associated with adverse incidents,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y70-Y82/Y73-
Y74,External causes of morbidity,Medical devices associated with adverse incidents in diagnostic and therapeutic use,General hospital and personal-use devices associated with adverse incidents,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y70-Y82/Y74-
Y75,External causes of morbidity,Medical devices associated with adverse incidents in diagnostic and therapeutic use,Neurological devices associated with adverse incidents,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y70-Y82/Y75-
Y76,External causes of morbidity,Medical devices associated with adverse incidents in diagnostic and therapeutic use,Obstetric and gynecological devices associated with adverse incidents,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y70-Y82/Y76-
Y77,External causes of morbidity,Medical devices associated with adverse incidents in diagnostic and therapeutic use,Ophthalmic devices associated with adverse incidents,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y70-Y82/Y77-
Y78,External causes of morbidity,Medical devices associated with adverse incidents in diagnostic and therapeutic use,Radiological devices associated with adverse incidents,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y70-Y82/Y78-
Y79,External causes of morbidity,Medical devices associated with adverse incidents in diagnostic and therapeutic use,Orthopedic devices associated with adverse incidents,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y70-Y82/Y79-
Y80,External causes of morbidity,Medical devices associated with adverse incidents in diagnostic and therapeutic use,Physical medicine devices associated with adverse incidents,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y70-Y82/Y80-
Y81,External causes of morbidity,Medical devices associated with adverse incidents in diagnostic and therapeutic use,General- and plastic-surgery devices associated with adverse incidents,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y70-Y82/Y81-
Y82,External causes of morbidity,Medical devices associated with adverse incidents in diagnostic and therapeutic use,Other and unspecified medical devices associated with adverse incidents,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y70-Y82/Y82-
Y83,External causes of morbidity,"Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure","Surgical operation and other surgical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y83-Y84/Y83-
Y84,External causes of morbidity,"Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure","Other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y83-Y84/Y84-
Y90,External causes of morbidity,Supplementary factors related to causes of morbidity classified elsewhere,Evidence of alcohol involvement determined by blood alcohol level,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y90-Y99/Y90-
Y92,External causes of morbidity,Supplementary factors related to causes of morbidity classified elsewhere,Place of occurrence of the external cause,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y90-Y99/Y92-
Y93,External causes of morbidity,Supplementary factors related to causes of morbidity classified elsewhere,Activity codes,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y90-Y99/Y93-
Y95,External causes of morbidity,Supplementary factors related to causes of morbidity classified elsewhere,Nosocomial condition,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y90-Y99/Y95-
Y99,External causes of morbidity,Supplementary factors related to causes of morbidity classified elsewhere,External cause status,https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y90-Y99/Y99-
Z00,Factors influencing health status and contact with health services,Persons encountering health services for examinations,"Encounter for general examination without complaint, suspected or reported diagnosis",https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z00-Z13/Z00-
Z01,Factors influencing health status and contact with health services,Persons encountering health services for examinations,"Encounter for other special examination without complaint, suspected or reported diagnosis",https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z00-Z13/Z01-
Z02,Factors influencing health status and contact with health services,Persons encountering health services for examinations,Encounter for administrative examination,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z00-Z13/Z02-
Z03,Factors influencing health status and contact with health services,Persons encountering health services for examinations,Encounter for medical observation for suspected diseases and conditions ruled out,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z00-Z13/Z03-
Z04,Factors influencing health status and contact with health services,Persons encountering health services for examinations,Encounter for examination and observation for other reasons,https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z00-Z13/Z04-
